Rank,publication_number,application_number,family_id,title,abstract,granted_date,granted_year,publication_date,publication_year,filing_date,year,Expiration date,Expiration year,priority_date,priority_year,Publication type,filing_status,Kind code,jurisdiction,Inventor names,Original assignee names,Current assignee names,GRID IDs,City of Current Assignee,State of Current Assignee,Country of Current Assignee,Funder,Funder Group,Funder Country,UIDs of supporting grants,Grant IDs,Patent citations,Dimensions URL,Fields of Research (ANZSRC 2020),RCDC Categories,HRCS HC Categories,HRCS RAC Categories,Health Research Areas,Broad Research Areas,Cancer Types,CSO Categories,IPCR,cpc,id,scope,pillar,research_category,endproduct,ingredient,subpillar
41,US-20250195715-A1,US18839767,80461276,SPONGES BASED ON COLLAGEN-LIKE PROTEINS,"A method for preparing a sponge based on collagen-like proteins starts with providing an aqueous solution having at least one collagen-like protein. A cross-linker reacts with the collagen-like protein to obtain a hydrogel and lyophilization leads to the sponge. The sponge obtained by the method shows increased performance in wound sealing, haemostasis, wound plugging, healing promotion, bone regeneration, cartilage repair, cell cultures, production of vegetarian or vegan meat or the absorption of biological fluids, like blood or wound exudate.",NA,NA,2025-06-19,2025,2023-02-10,2023,NA,NA,2022-02-25,2022,Application,Pending,A1,US,JANNASCH MAREN; WEBER SVEN; MONTERO MIRABET MARIA,Evonik Operations GmbH,Evonik Operations GmbH,grid.420017.0,Düsseldorf,NA,Germany,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/US-20250195715-A1,31 Biological Sciences; 40 Engineering; 40 Engineering; 4003 Biomedical Engineering,Biotechnology; Regenerative Medicine; Wound Healing and Care,Musculoskeletal,1.1 Normal biological development and functioning,Biomedical,Basic Science,NA,NA,A61L24/00; A61L24/10,A61L2400/04; A61L24/0036; A61L24/108; A61K38/164; A61L24/102; A61P17/02,US-20250195715-A1,in,CC,Ingredient optimisation,Meat,NA,NA
41,EP-4482541-A1,EP23704924.2,80461276,SPONGES BASED ON COLLAGEN-LIKE PROTEINS,"The present invention relates to a method of preparing a sponge based on collagen-like proteins comprising the steps: i) providing an aqueous solution, preferably having a pH value of 6 to 8, comprising at least one collagen-like protein and optionally at least one additive; ii) cross-linking the at least one collagen-like protein with at least one cross-linker via incubation to obtain a hydrogel; iii) optionally washing the hydrogel with a buffer; iv) performing a lyophilization step to obtain the sponge; v) optionally adding at least one additive; and vi) optionally sterilizing, preferably via plasma, gamma or UV treatment, the obtained sponge. Furthermore, the present invention pertains to a sponge obtained by the method according to the present invention and use of the sponge for wound sealing, haemostasis, wound plugging, healing promotion, bone regeneration, cartilage repair, cell cultures, production of vegetarian or vegan meat, the absorption of biological fluids, like blood or wound exudate.",NA,NA,2025-01-01,2025,2023-02-10,2023,NA,NA,2022-02-25,2022,Application,Pending,A1,EP,JANNASCH MAREN; WEBER SVEN; MONTERO MIRABET MARIA,Evonik Operations GmbH,Evonik Operations GmbH,grid.420017.0,Düsseldorf,NA,Germany,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-4482541-A1,31 Biological Sciences; 40 Engineering; 4003 Biomedical Engineering,Biotechnology; Regenerative Medicine,NA,NA,NA,NA,NA,NA,A61L24/10; A61K38/16; A61L24/00,A61L24/108; A61L24/0036; A61L24/102; A61P17/02; A61K38/164; A61L2400/04,EP-4482541-A1,in,CC,Ingredient optimisation,Meat,NA,NA
48,US-20250169525-A1,US18841010,80461447,PROCESS FOR THE MANUFACTURE OF A LEGUME-BASED FOOD PRODUCT,"The present invention relates to a process of manufacturing a legume- based food product, the process comprising the steps of providing an aqueous legume fruit suspension, adding a lipid component to the aqueous legume fruit suspension, A adjusting the temperature of the aqueous legume fruit suspension to an enzyme treatment temperature, adding a coagulating enzyme to the aqueous legume fruit suspension, maintaining the aqueous legume fruit suspension containing the coagulating enzyme at the enzyme treatment temperature for a coagulating duration to provide a coagulated legume fruit suspension, inactivating the coagulating enzyme in the coagulated legume fruit suspension to provide a food product suspension, and removing liquid from the food product suspension to provide the legume- based food product.",NA,NA,2025-05-29,2025,2023-02-24,2023,NA,NA,2022-02-25,2022,Application,Pending,A1,US,LAURIDSEN ANDREA DONAU; BONKE ASTRID; WEIBULL MARTINA GUNILLA; TAVARES SANNE PERNOV,Faerm Aps,Faerm Aps,NA,NA,NA,Denmark,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/US-20250169525-A1,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences",NA,NA,NA,NA,NA,NA,NA,A23L29/231; A23L29/256; A23L33/21; A23L29/00; A23L11/50,A23L33/115; A23C20/025; A23L29/06; A23L29/231; A23L29/256; A23L29/04; A23L11/50; A23L11/40; A23L29/065; A23L33/21; A23L11/45,US-20250169525-A1,in,PB,Ingredient optimisation,Cheese,NA,NA
47,EP-4482314-A1,EP23708441.3,80461447,PROCESS FOR THE MANUFACTURE OF A LEGUME-BASED FOOD PRODUCT,"The present invention relates to a process of manufacturing a legume-based food product, the process comprising the steps of providing an aqueous legume fruit suspension, adding a lipid component to the aqueous legume fruit suspension, adjusting the temperature of the aqueous legume fruit suspension to an enzyme treatment temperature, adding a coagulating enzyme to the aqueous legume fruit suspension, maintaining the aqueous legume fruit suspension containing the coagulating enzyme at the enzyme treatment temperature for a coagulating duration to provide a coagulated legume fruit suspension, inactivating the coagulating enzyme in the coagulated legume fruit suspension to provide a food product suspension, and removing liquid from the food product suspension to provide the legume- based food product.",NA,NA,2025-01-01,2025,2023-02-24,2023,NA,NA,2022-02-25,2022,Application,Pending,A1,EP,LAURIDSEN ANDREA DONAU; BONKE ASTRID; WEIBULL MARTINA GUNILLA; TAVARES SANNE PERNOV,Faerm Aps,Faerm Aps,NA,NA,NA,Denmark,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-4482314-A1,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences",NA,NA,NA,NA,NA,NA,NA,A23L11/40; A23L11/50; A23P30/38; A23C20/02; A23L29/00; A23L29/256; A23L11/45; A23L29/231; A23L33/115,A23L33/21; A23L29/256; A23L33/115; A23L29/231; A23L29/06; A23C20/025; A23L11/50; A23L29/065; A23L11/45; A23L11/40; A23L29/04,EP-4482314-A1,in,PB,Ingredient optimisation,Cheese,NA,NA
142,EP-4482328-A1,EP23707699.7,80461496,METHOD OF PREPARING A VEGAN FISH ANALOGUE,"The present invention relates to a method of preparing a fish analogue having a layered structure, said method comprising the steps of hydrating a first mixture comprising a glucomannan source, a starch source, a salt source, and a carrageenan source; and hydrating a second mixture comprising a glucomannan source, a salt source, and a whitening agent; and forming a layered structure which comprises a layer of the second mixture between two layers of the first mixture.",NA,NA,2025-01-01,2025,2023-02-23,2023,NA,NA,2022-02-24,2022,Application,Pending,A1,EP,WANG YU-JIE; HUGO JULIEN; CHARVE JOSÉPHINE ISABELLE MARIE; MICHEL SARAH,Societe des Produits Nestle SA; Nestle SA,Societe des Produits Nestle SA; Nestle SA,grid.796691.6; grid.419905.0,Vevey,NA,Switzerland,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-4482328-A1,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3005 Fisheries Sciences",NA,NA,NA,NA,NA,NA,NA,A23L29/212; A23L17/00; A23L29/244; A23J3/22; A23P20/20; A23L29/256,A23V2250/5118; A23L17/75; A23L29/244; A23L29/212; A23P20/20; A23V2002/00; A23L29/256; A23J3/227; A23V2250/548,EP-4482328-A1,in,PB,End product formulation,Fish and seafood,NA,NA
9,JP-2025507411-A,JP2024548581,80461864,Bacillus strains with improved growth,"The present invention relates to Bacillus strains with improved growth and/or germination properties and their use in feed, food and pharmaceutical compositions.",NA,NA,2025-03-18,2025,2023-02-03,2023,NA,NA,2022-02-17,2022,Application,Pending,A,JP,ヒューザー，アンドレア; ペルツァー，ステファン; エアハルト，フランク; グリュッペン，アニカ; ハッカアート，シャビエル; デュース，ニコル; ジャットシス，クリストス; ボーグマイヤー，クラウディア; ジラデッロ，イェルク; ギュンター，クリスティーナ,Evonik Operations GmbH,Evonik Operations GmbH,grid.420017.0,Düsseldorf,NA,Germany,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/JP-2025507411-A,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3004 Crop and Pasture Production",NA,NA,NA,NA,NA,NA,NA,C12N1/20; A61P1/00; A61K35/742; A23L33/135; A23K10/18; C07K14/32,C12R2001/07; C07K14/32; A61P1/00; A23L33/135; A23K50/30; A61K2035/115; A23K50/40; A23K50/80; A23K50/20; A23K10/18; Y02A50/30; A23K50/10; C12N1/205; A61K35/742; A61K35/74; A23K50/75,JP-2025507411-A,out,NA,NA,NA,NA,NA
75,EP-4486138-A1,EP23708737.4,80595150,METHOD OF BRIGHTENING A TEXTURIZED PROTEIN PRODUCT,"The present invention relates to a method of brightening a meat analogue product, in particular a texturized protein product. More specifically, the invention relates to a method of making a texturized protein product which has been brightened by the incorporation of immiscible particles, wherein the immiscible particles are insoluble mineral and/or emulsified lipid.",NA,NA,2025-01-08,2025,2023-02-28,2023,NA,NA,2022-02-28,2022,Application,Pending,A1,EP,ENGMANN JAN; GANCEL CHARLOTTE; LAZZARO FANNY; MICHEL MARTIN; PALZER STEFAN; PIBAROT PATRICK; WANG YU-JIE; WENZEL HANNES; HARSHE YOGESH,Societe des Produits Nestle SA; Nestle SA,Societe des Produits Nestle SA; Nestle SA,grid.796691.6; grid.419905.0,Vevey,NA,Switzerland,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-4486138-A1,"30 Agricultural, Veterinary and Food Sciences; 3003 Animal Production; 31 Biological Sciences",NA,Generic health relevance,NA,NA,NA,NA,NA,A23F3/16; A23L29/262; A23L29/256; A23C11/10; A23J3/26; A23J3/22; A23L2/52; A23P30/20; A23L9/20; A23L29/269,A23L29/256; A23V2002/00; A23F3/163; A23J3/227; A23J3/26; A23L29/27; A23P30/20; A23L9/20; A23C11/10; A23L29/262; A23L2/52; A23B2/40,EP-4486138-A1,in,PB,Texturization methods,Meat,Colours,NA
10,EP-4451923-B1,EP22823127.0,80595532,"NOZZLE FOR EXTRUDING A MATERIAL RICH IN PROTEINS AND WATER, AND SYSTEM FOR CONTINUOUS PREPARATION OF AN EXTRUDED FOOD PRODUCT",NA,2025-10-08,2025,2025-10-08,2025,2022-12-19,2022,2042-12-19,2042,2021-12-20,2021,Grant,Active,B1,EP,BRUNEL SYLVIE ANDRÉE; LAVOCAT EMMANUEL; MOTTAZ JÉRÔME; SALQUES DIDIER PIERRE CLAUDE,Clextral SAS,Clextral SAS,grid.752302.1,NA,NA,France,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-4451923-B1,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences",NA,NA,NA,NA,NA,NA,NA,A23J3/26; A23P30/20,A23J3/26; A23P30/20,EP-4451923-B1,in,CC,Texturization methods,Cross-cutting,NA,NA
6,US-20250235528-A1,US18843169,80625167,VACCINE COMPOSITION COMPRISING AN ANTIGEN AND A TLR3 AGONIST,"A vaccine composition comprising one or more proteins expressed on the surface of a respiratory virus or bacterium and one or more pharmaceutically acceptable excipient, wherein the composition is in particulate form having a mean particle size in a range of from 2 to 50 μm. The protein is contained in the composition in its correctly folded three-dimensional structure.",NA,NA,2025-07-24,2025,2023-03-01,2023,NA,NA,2022-03-02,2022,Application,Abandoned,A1,US,WINQVIST OLA; SJÖDAHL JOHAN,ISR Immune System Regulation Holding AB,ISR Immune System Regulation Holding AB,grid.583191.7,NA,NA,Sweden,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/US-20250235528-A1,31 Biological Sciences; 31 Biological Sciences; 3107 Microbiology,Biotechnology; Immunization; Prevention; Vaccine Related,NA,3.4 Vaccines,Biomedical,Basic Science,NA,NA,A61K39/39; A61K39/215; C07K14/005; A61K39/00; A61K9/14,C12N2770/20034; A61K2039/55555; C12N2770/20022; A61K2039/544; A61K39/215; A61K2039/543; C07K14/005; A61K9/145; A61K9/146; A61K39/39; A61K2039/55561,US-20250235528-A1,out,NA,NA,NA,NA,NA
6,EP-4486378-A1,EP23711954.0,80625167,VACCINE COMPOSITION COMPRISING AN ANTIGEN AND A TLR3 AGONIST,"A vaccine composition comprising one or more proteins expressed on the surface of a respiratory virus or bacterium and one or more pharmaceutically acceptable excipient, wherein the composition is in particulate form having a mean particle size in a range of from 2 to 50 µm. The protein is contained in the composition in its correctly folded three-dimensional structure.",NA,NA,2025-01-08,2025,2023-03-01,2023,NA,NA,2022-03-02,2022,Application,Pending,A1,EP,WINQVIST OLA; SJÖDAHL JOHAN,ISR Immune System Regulation Holding AB,ISR Immune System Regulation Holding AB,grid.583191.7,NA,NA,Sweden,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-4486378-A1,31 Biological Sciences; 31 Biological Sciences; 3107 Microbiology,Biotechnology; Immunization; Prevention; Vaccine Related,NA,3.4 Vaccines,Biomedical,Basic Science,NA,NA,A61K39/39; C07K14/165; A61K39/215,A61K9/145; C07K14/005; A61K2039/544; A61K39/39; C12N2770/20022; A61K39/215; A61K2039/55561; A61K2039/543; A61K2039/55555; A61K9/146; C12N2770/20034,EP-4486378-A1,out,NA,NA,NA,NA,NA
16,US-12397953-B2,US18279419,80625553,Line with freely programmable trays,"A line having a food processing apparatus and a packaging machine between which a placement and transport apparatus is provided that has a plurality of tablet trays on which food products are placed and with which the food products are transported towards the packaging machine, the tablet trays move in a contact-free manner along a closed transport surface; a method for producing packaged food slices using the line, the food products are deposited onto the tablet trays and then transported towards the packaging machine; a method for cleaning the line, the tablet trays are lifted from the transport surface and the transport surface is cleaned with a cleaning liquid; and a method for cleaning the line, the tablet trays are removed from the transport surface and cleaned in a cleaning machine.",2025-08-26,2025,2025-08-26,2025,2022-02-23,2022,2042-02-23,2042,2021-03-03,2021,Grant,Active,B2,US,BRUNNQUELL NORBERT,GEA Food Solutions Germany GmbH,GEA Food Solutions Germany GmbH,grid.791906.0,NA,NA,Germany,NA,NA,NA,NA,NA,1,https://app.dimensions.ai/details/patent/US-12397953-B2,"30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences; 40 Engineering",NA,NA,NA,NA,NA,NA,NA,B65B9/04; B26D7/32; B65G54/02; B65G45/22; B65B65/00; B65B31/02; B65B43/54; B65B57/16; B65B25/06,B65B9/045; B26D2210/02; B65B65/003; B65B63/02; B65B25/065; B65G2207/26; B65B25/068; B65G54/02; B26D7/32; B65B57/20; B65B31/028; B65G45/22; B65B43/54; B65B57/16; B65G2203/0258; B65B2210/06,US-12397953-B2,out,NA,NA,NA,NA,NA
29,US-20250228259-A2,US18546363,80625573,PLANT-BASED INTRAMUSCULAR FAT SUBSTITUTES,"Disclosed are animal fat substitute compositions including an oil-in-water emulsion containing a mixture of one or more plant proteins, and a plant-based oil, and/or a plant-based fat, wherein the emulsion is stabilized with or without an effective amount of transglutaminase. Further disclosed are methods of manufacturing such animal fat substitute compositions.",NA,NA,2025-07-17,2025,2022-02-16,2022,NA,NA,2021-02-16,2021,Application,Pending,A2,US,DE SOUZA JEAN RICARDO,Bunge SA,Bunge SA,grid.582525.d,NA,NA,Switzerland,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/US-20250228259-A2,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences",NA,NA,NA,NA,NA,NA,NA,A23J3/14; A23D7/04; A23D7/005; A23J3/16; A23J3/22; A23J3/34,A23D7/04; A23J3/14; A23V2002/00; A23J3/227; A23J3/346; A23D7/0053; A23J3/16,US-20250228259-A2,in,PB,Ingredient optimisation,Meat,Fats and oils,NA
6,US-20250186577-A1,US18843185,80625578,VACCINE COMPOSITION COMPRISING AN ANTIGEN AND A TLR3 AGONIST,"A vaccine composition comprising one or more proteins expressed on the surface of a respiratory virus or bacterium and one or more pharmaceutically acceptable excipient, wherein the composition is in particulate form having a mean particle size in a range of from 2 to 50 μm. The protein is contained in the composition in its correctly folded three-dimensional structure.",NA,NA,2025-06-12,2025,2023-03-01,2023,NA,NA,2022-03-02,2022,Application,Pending,A1,US,WINQVIST OLA; SJÖDAHL JOHAN,ISR Immune System Regulation Holding AB,ISR Immune System Regulation Holding AB,grid.583191.7,NA,NA,Sweden,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/US-20250186577-A1,31 Biological Sciences; 31 Biological Sciences; 3107 Microbiology,Biotechnology; Immunization; Prevention; Vaccine Related,NA,3.4 Vaccines,Biomedical,Basic Science,NA,NA,A61K9/00; A61K31/07; A61K31/593; A61K47/26; A61K47/40; A61K47/18; A61K39/00; A61K39/39; A61K39/215; A61K47/34; A61P31/14,A61P31/14; A61K2039/543; A61K39/39; A61K47/34; A61K9/0043; A61K47/40; A61K2039/55511; A61K39/12; A61K47/183; A61K2039/55561; A61K39/215; A61K9/007; A61K2039/544; A61K47/26; A61K31/07; A61K31/593,US-20250186577-A1,out,NA,NA,NA,NA,NA
6,EP-4486375-A1,EP23709932.0,80625578,VACCINE COMPOSITION COMPRISING AN ANTIGEN AND A TLR3 AGONIST,"A vaccine composition comprising one or more proteins expressed on the surface of a respiratory virus or bacterium and one or more pharmaceutically acceptable excipient, wherein the composition is in particulate form having a mean particle size in a range of from 2 to 50 µm. The protein is contained in the composition in its correctly folded three-dimensional structure.",NA,NA,2025-01-08,2025,2023-03-01,2023,NA,NA,2022-03-02,2022,Application,Pending,A1,EP,WINQVIST OLA; SJÖDAHL JOHAN,ISR Immune System Regulation Holding AB,ISR Immune System Regulation Holding AB,grid.583191.7,NA,NA,Sweden,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-4486375-A1,31 Biological Sciences; 31 Biological Sciences; 3107 Microbiology,Biotechnology; Immunization; Prevention; Vaccine Related,NA,3.4 Vaccines,Biomedical,Basic Science,NA,NA,A61K39/12; A61K39/39,A61K39/39; A61K31/07; A61K2039/55511; A61K47/34; A61K47/26; A61K2039/544; A61K47/40; A61P31/14; A61K2039/543; A61K9/007; A61K31/593; A61K2039/55561; A61K39/215; A61K39/12; A61K47/183; A61K9/0043,EP-4486375-A1,out,NA,NA,NA,NA,NA
37,US-20250040562-A1,US18723841,80682266,PLANT-BASED PROTEIN MIXTURES,"The present invention relates to a process for the preparation of a fermented plant-based composition comprising the step of: a) providing a mixture comprising i) at least one vegetal protein isolate, ii) at least one vegetal protein concentrate, and b) fermenting the mixture with at least one lactic acid bacteria to obtain a fermented plant-based composition.",NA,NA,2025-02-06,2025,2022-12-22,2022,NA,NA,2021-12-24,2021,Application,Pending,A1,US,FLABBI PAOLA; DUPORCQ SYLVAIN; SUAREZ GARCIA ADRIAN,Gervais Danone SA,Gervais Danone SA,grid.640972.e,Paris,NA,France,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/US-20250040562-A1,"30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences; 31 Biological Sciences",NA,NA,NA,NA,NA,NA,NA,A23C11/10; A23L25/00; A23L11/50,A23L2/382; A23L11/60; A23C11/106; A23L11/50; A23C20/025; A23L2/66; A23L25/40,US-20250040562-A1,in,PB,Ingredient optimisation,Yoghurt and fermented dairy,NA,NA
23,EP-4062809-B1,EP22160419.2,80682398,MILK FOAMING AGENT AND HOT BEVERAGE PREPARATION DEVICE,NA,2025-05-07,2025,2025-05-07,2025,2022-03-07,2022,2042-03-07,2042,2021-03-23,2021,Grant,Active,B1,EP,EDER FLORIAN; HAUSER ANDREAS; LEONHARDT RONNY; SOLLMANN MARTIN; STEININGER BENEDIKT,BSH Hausgeraete GmbH,BSH Hausgeraete GmbH,grid.480040.8,Munich,NA,Germany,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-4062809-B1,NA,NA,NA,NA,NA,NA,NA,NA,A47J31/44,A47J31/40; A47J31/468; A47J31/4485; A47J31/46,EP-4062809-B1,out,NA,NA,NA,NA,NA
